i j Omegaij  Pij
44 348 0.026156 0.025554
44 424 0.041977 0.042338
44 132 0.004956 0.004955
44 258 0.036099 0.035568
45 2 0.059388 0.059866
45 3 0.426582 0.426687
45 20 0.096252 0.092304
45 22 0.274622 0.276286
45 38 0.503576 0.499772
45 39 0.539237 0.537704
45 40 0.136451 0.135122
45 42 0.319429 0.322352
45 58 0.290268 0.289957
45 398 0.215131 0.216913
45 71 0.442779 0.445993
45 61 0.467882 0.467349
45 57 0.500378 0.500410
45 425 0.279677 0.278372
45 353 0.079780 0.078010
45 63 0.372180 0.371736
45 56 0.173349 0.170258
45 372 0.010695 0.009884
45 70 0.381534 0.382778
45 413 0.226685 0.227365
45 68 0.525275 0.528365
45 80 0.197799 0.198251
45 65 0.253301 0.253714
45 426 0.299106 0.297768
45 281 0.408391 0.406362
45 427 0.377029 0.374299
45 428 0.082256 0.081834
45 67 0.352785 0.352541
45 350 0.494120 0.495832
45 240 0.216541 0.213110
45 429 0.081259 0.076326
45 245 0.052923 0.054371
45 430 0.157359 0.157097
45 51 0.264580 0.258692
45 431 0.217882 0.220783
45 47 0.210557 0.211924
46 2 0.069296 0.068884
46 20 0.107803 0.106207
46 39 0.621181 0.618697
46 40 0.154319 0.155476
46 432 0.001142 0.000632
46 336 0.572399 0.572726
46 103 0.452498 0.451233
47 2 0.008450 0.007413
47 40 0.018635 0.016732
47 45 0.002935 0.002856
47 295 0.044696 0.042592
47 331 0.051323 0.052098
47 433 0.018145 0.017821
47 366 0.002357 0.002252
48 2 0.066998 0.067715
48 29 0.493788 0.493310
48 39 0.608581 0.608197
48 53 0.384754 0.385176
48 75 0.094962 0.095674
48 184 0.500258 0.496392
48 268 0.251662 0.252215
48 343 0.078616 0.078921
48 240 0.242674 0.241049
48 91 0.103853 0.104608
48 302 0.137788 0.136046
48 327 0.519267 0.517386
48 205 0.156313 0.157782
48 434 0.077309 0.075151
48 54 0.602482 0.603167
48 292 0.177048 0.175783
48 435 0.198202 0.197464
48 104 0.554089 0.551074
48 115 0.556461 0.555423
48 389 0.013910 0.013666
48 436 0.282305 0.280692
48 127 0.286936 0.285755
48 360 0.122523 0.123004
48 78 0.110147 0.109981
48 200 0.204625 0.208736
48 273 0.497580 0.495105
48 316 0.477054 0.473272
48 320 0.122216 0.120593
48 326 0.408927 0.406889
48 437 0.304428 0.304364
48 438 0.002727 0.002506
48 212 0.056800 0.055300
48 201 0.401681 0.405684
48 439 0.551943 0.550798
48 324 0.224182 0.223620
48 321 0.297731 0.290185
48 440 0.581553 0.580734
48 55 0.114729 0.113072
48 441 0.260908 0.259478
48 362 0.131269 0.129829
49 2 0.109689 0.108162
49 19 0.473667 0.474226
49 20 0.164773 0.166766
49 22 0.497234 0.499169
49 38 0.903080 0.902946
49 40 0.246688 0.244128
49 41 0.536668 0.534865
49 44 0.587893 0.589515
49 258 0.639251 0.641027
49 367 0.176134 0.175634
49 51 0.468185 0.467382
49 227 0.982577 0.982288
49 80 0.356939 0.358183
49 240 0.385376 0.385029
49 353 0.140924 0.140942
49 442 0.257188 0.256008
49 443 0.520586 0.519863
49 190 0.100083 0.100210
49 244 0.588324 0.585393
49 323 0.200530 0.199438
49 366 0.031550 0.032852
49 337 0.630606 0.631015
49 270 0.318400 0.318517
49 313 0.020603 0.020837
49 403 0.397913 0.397909
49 332 0.422160 0.423730
50 2 0.018055 0.017122
50 37 0.063954 0.063449
50 40 0.038058 0.038645
50 444 0.053332 0.052300
50 445 0.074954 0.073195
50 104 0.139081 0.139339
50 55 0.028725 0.028590
50 446 0.030217 0.030787
50 353 0.022785 0.022311
50 352 0.008203 0.007070
50 53 0.098823 0.097391
50 447 0.071513 0.070786
50 448 0.016169 0.015071
50 367 0.028457 0.027802
50 277 0.073776 0.074600
50 365 0.045962 0.046414
50 449 0.091642 0.090972
50 337 0.099153 0.099888
50 256 0.001996 0.001280
50 450 0.150065 0.149029
50 339 0.116768 0.114675
50 268 0.064442 0.063773
51 2 0.001030 0.000981
51 38 0.008506 0.008192
51 43 0.000983 0.000981
51 45 0.001108 0.000378
51 49 0.003184 0.002548
51 451 0.004526 0.004745
51 452 0.006555 0.006199
51 227 0.009177 0.008912
51 240 0.003933 0.003493
51 80 0.003590 0.003250
51 350 0.008803 0.008127
51 268 0.004292 0.003655
51 181 0.004838 0.004511
51 127 0.005478 0.004141
51 453 0.002981 0.002928
51 332 0.004011 0.003844
51 132 0.000890 0.000810
51 364 0.003918 0.003412
51 339 0.006961 0.006572
51 253 0.010067 0.008695
51 454 0.000765 0.000423
51 455 0.001155 0.000396
51 145 0.003184 0.002719
51 456 0.005182 0.004887
51 361 0.002887 0.002026
51 366 0.001014 0.000298
51 457 0.004573 0.004160
51 156 0.002825 0.002215
51 334 0.007382 0.006446
51 247 0.001967 0.001431
51 134 0.006274 0.005672
51 315 0.006352 0.006636
51 458 0.007008 0.006540
51 401 0.003043 0.002620
51 286 0.007913 0.007999
51 459 0.005525 0.005754
51 412 0.008022 0.007715
51 460 0.003637 0.003140
52 2 0.044205 0.044112
52 71 0.333333 0.328625
53 2 0.075437 0.076322
53 20 0.117906 0.117676
53 22 0.355631 0.352230
53 30 0.543629 0.542625
53 39 0.687998 0.685505
53 40 0.173026 0.172264
53 44 0.415689 0.415981
53 48 0.145592 0.146345
53 50 0.395842 0.394914
53 186 0.320515 0.318584
53 123 0.475074 0.474005
53 86 0.217909 0.218339
53 182 0.288769 0.289209
53 353 0.102684 0.099453
53 188 0.083025 0.081241
53 267 0.219211 0.215671
53 453 0.227770 0.227707
53 345 0.096068 0.094515
53 75 0.108547 0.107835
53 328 0.623738 0.623913
53 330 0.662868 0.660314
53 184 0.560482 0.559488
53 461 0.220245 0.219287
53 377 0.281808 0.282908
53 462 0.124804 0.122375
53 332 0.300260 0.298997
53 463 0.033925 0.032337
53 315 0.517621 0.516118
53 464 0.645717 0.644641
53 190 0.070217 0.070711
53 465 0.040697 0.039981
53 466 0.510833 0.505502
54 2 0.028761 0.028352
54 20 0.045325 0.043714
54 33 0.077921 0.077766
54 39 0.253883 0.254649
54 48 0.054562 0.054364
54 467 0.228958 0.228629
54 359 0.119395 0.118303
54 104 0.232856 0.230732
54 258 0.168603 0.168030
54 316 0.198146 0.198157
54 468 0.252865 0.253617
54 323 0.051697 0.052278
54 200 0.086642 0.087397
54 55 0.048597 0.047343
54 127 0.119818 0.119644
55 2 0.060584 0.059215
55 15 0.364610 0.365058
55 39 0.531425 0.531851
55 48 0.113565 0.113542
55 50 0.310286 0.306395
55 54 0.526440 0.527452
55 469 0.527951 0.523031
55 334 0.385705 0.388958
55 250 0.409099 0.407951
55 391 0.182775 0.184147
55 331 0.416886 0.416139
55 470 0.307987 0.305212
55 359 0.250877 0.247083
55 363 0.490543 0.492649
55 326 0.354826 0.355812
55 471 0.081209 0.080933
55 288 0.380419 0.378081
55 206 0.012436 0.011950
55 201 0.354893 0.354759
55 195 0.489570 0.487321
55 472 0.483746 0.483204
55 211 0.406196 0.400358
55 212 0.049121 0.048358
55 389 0.011479 0.011951
55 292 0.153137 0.153717
55 200 0.183782 0.182533
55 127 0.249601 0.249885
55 193 0.140517 0.140155
55 436 0.245020 0.245457
55 104 0.480860 0.481898
55 132 0.048786 0.048892
55 473 0.537500 0.535291
55 209 0.497441 0.500316
55 76 0.389951 0.387774
55 213 0.374763 0.373747
56 3 0.465564 0.464775
56 45 0.027519 0.025126
56 61 0.510522 0.509066
56 57 0.545985 0.545078
56 474 0.089703 0.090328
56 64 0.422466 0.419869
56 475 0.429790 0.432408
56 476 0.255163 0.252412
56 477 0.115314 0.114154
56 478 0.139734 0.139981
56 479 0.480751 0.477955
56 58 0.317249 0.315839
56 281 0.442400 0.442636
56 68 0.574614 0.575529
56 425 0.306140 0.303220
56 71 0.484519 0.485804
56 480 0.426218 0.425943
56 63 0.401080 0.404918
56 65 0.278343 0.276361
56 372 0.010929 0.010766
56 481 0.163094 0.161497
56 482 0.585315 0.580308
56 483 0.589589 0.593424
56 484 0.032919 0.032899
56 419 0.325764 0.328429
56 485 0.445385 0.441487
56 230 0.312078 0.313389
56 486 0.021631 0.021622
57 3 0.193695 0.194394
57 23 0.011447 0.011524
57 39 0.244950 0.244972
57 45 0.011118 0.010509
57 56 0.077610 0.077568
57 71 0.201932 0.203189
57 58 0.130195 0.132101
57 63 0.171302 0.169359
57 65 0.113283 0.115589
57 68 0.241238 0.240717
57 487 0.098923 0.097654
57 61 0.215901 0.212919
57 425 0.126124 0.126823
57 281 0.185772 0.185134
57 372 0.004886 0.004503
57 191 0.121019 0.121123
57 285 0.117010 0.117009
57 350 0.226534 0.225896
57 392 0.002145 0.001251
57 488 0.218093 0.214925
57 66 0.247925 0.249221
57 489 0.167857 0.168533
57 490 0.247064 0.245163
57 254 0.152166 0.148148
57 438 0.002145 0.001009
57 491 0.204281 0.202263
57 492 0.220270 0.220718
57 205 0.063030 0.063552
57 493 0.139732 0.141000
57 123 0.169830 0.169390
57 106 0.121144 0.119116
57 494 0.233628 0.235731
57 111 0.065082 0.064316
58 3 0.279990 0.281346
58 20 0.060256 0.060863
58 45 0.015293 0.015210
58 56 0.114215 0.112264
58 57 0.327746 0.329957
58 63 0.249388 0.245113
58 65 0.166990 0.167292
58 70 0.251282 0.252394
58 68 0.347001 0.348391
58 281 0.266891 0.267945
58 61 0.309755 0.308158
58 425 0.185471 0.183551
58 71 0.292284 0.294076
58 429 0.050866 0.050328
58 495 0.333191 0.331415
58 496 0.000947 0.000362
58 497 0.079794 0.079033
58 255 0.092309 0.093481
58 498 0.290643 0.287851
59 3 0.341056 0.341634
59 24 0.056054 0.055418
59 484 0.026657 0.024183
60 3 0.428648 0.425206
60 469 0.530961 0.526953
60 63 0.373800 0.370446
60 243 0.484270 0.484769
60 499 0.321447 0.324493
60 67 0.354834 0.351318
60 131 0.131553 0.127522
60 500 0.005955 0.005474
60 484 0.031701 0.030099
60 501 0.290039 0.290594
61 3 0.640376 0.640376
61 24 0.107439 0.103878
61 40 0.201065 0.202793
61 45 0.035662 0.034620
61 56 0.254738 0.255525
61 57 0.753641 0.751020
61 58 0.437901 0.435170
61 502 0.341519 0.342067
61 62 0.183790 0.182120
61 63 0.560188 0.557905
61 503 0.741973 0.738548
61 372 0.015348 0.014834
61 340 0.682036 0.684198
61 504 0.057525 0.058522
61 370 0.444714 0.445915
61 139 0.494064 0.492964
61 184 0.656711 0.658641
61 144 0.425356 0.424508
61 266 0.576022 0.573736
61 149 0.624652 0.625598
61 202 0.735098 0.732800
61 71 0.667079 0.669351
61 70 0.574393 0.574478
61 65 0.379749 0.380776
61 475 0.595051 0.595781
61 66 0.820736 0.820990
62 3 0.092675 0.091710
62 61 0.101346 0.100450
62 426 0.066059 0.064001
62 505 0.098446 0.099126
62 506 0.003994 0.003188
62 507 0.096477 0.095720
62 149 0.093495 0.089594
62 70 0.082116 0.082273
62 508 0.100115 0.096398
62 475 0.084496 0.085324
63 3 0.269499 0.267359
63 45 0.015429 0.014454
63 56 0.105896 0.106683
63 57 0.313128 0.313553
63 58 0.179157 0.181685
63 60 0.270112 0.271073
63 61 0.291785 0.292838
63 484 0.018763 0.018925
63 64 0.243516 0.241528
63 67 0.225696 0.220900
63 89 0.118227 0.119080
63 505 0.289835 0.288978
63 281 0.259637 0.254624
63 509 0.194052 0.195746
63 68 0.333748 0.331070
63 71 0.277457 0.279456
63 482 0.335226 0.333819
64 3 0.509750 0.506787
64 56 0.203759 0.202220
64 63 0.442040 0.441520
64 482 0.634359 0.632764
64 67 0.418894 0.418722
64 484 0.035591 0.035873
64 281 0.479690 0.482647
64 509 0.372350 0.371043
64 429 0.091359 0.090655
64 89 0.225962 0.225720
64 476 0.275947 0.275228
64 474 0.098037 0.098493
64 510 0.349126 0.350063
64 511 0.563538 0.559046
64 512 0.270479 0.270059
64 475 0.470545 0.471495
64 480 0.463867 0.464446
64 513 0.444696 0.448964
65 3 0.559045 0.557215
65 45 0.030485 0.030124
65 56 0.221958 0.222342
65 57 0.654078 0.653490
65 58 0.378673 0.378657
65 61 0.612573 0.610316
65 315 0.527994 0.528682
65 514 0.521683 0.521252
65 367 0.125663 0.126950
65 68 0.688997 0.689998
65 70 0.497120 0.499874
65 281 0.531165 0.530673
65 425 0.363430 0.363529
65 71 0.584417 0.582427
66 3 0.225921 0.223926
66 57 0.261652 0.262615
66 61 0.248927 0.245265
66 429 0.040793 0.040056
66 515 0.135324 0.132655
66 484 0.016361 0.015851
66 285 0.136107 0.134785
66 281 0.210688 0.213259
66 237 0.018539 0.018743
66 489 0.194922 0.194137
66 490 0.282464 0.282408
66 516 0.142595 0.141206
66 517 0.201912 0.202318
66 518 0.080849 0.079535
67 3 0.156323 0.157012
67 45 0.008638 0.008488
67 60 0.162735 0.159193
67 63 0.139063 0.136791
67 64 0.142221 0.141842
67 469 0.194034 0.194583
67 499 0.121676 0.119822
67 484 0.010928 0.011114
67 509 0.113401 0.114956
67 429 0.027683 0.028086
67 89 0.071063 0.069932
67 281 0.150354 0.149533
67 519 0.088971 0.088264
67 510 0.109674 0.108456
67 68 0.195439 0.194427
67 372 0.004074 0.003637
68 3 0.247240 0.248002
68 12 0.032175 0.030330
68 45 0.013888 0.013407
68 56 0.098154 0.098959
68 57 0.292489 0.290852
68 58 0.166012 0.168531
68 63 0.216427 0.216063
68 65 0.145423 0.147466
68 67 0.206626 0.204907
68 443 0.167687 0.167242
68 505 0.265434 0.268056
68 520 0.031972 0.030329
68 521 0.246207 0.245599
68 522 0.292161 0.289227
68 523 0.068703 0.068874
68 524 0.258216 0.258997
68 425 0.161205 0.161798
68 71 0.259610 0.259224
68 525 0.087445 0.085580
68 526 0.112574 0.111067
68 431 0.130501 0.128325
68 508 0.262365 0.260680
68 89 0.110821 0.110459
68 527 0.103086 0.102142
68 361 0.070191 0.071836
68 465 0.019462 0.018228
68 348 0.150167 0.148159
68 218 0.166513 0.166030
68 528 0.185379 0.186045
68 499 0.192049 0.189261
69 3 0.738426 0.738337
69 9 0.027073 0.026650
69 18 0.355732 0.353591
69 23 0.044717 0.043771
69 26 0.821666 0.822123
69 33 0.281259 0.284143
69 529 0.108034 0.108250
69 232 0.801669 0.802174
69 107 0.142623 0.140624
69 238 0.673106 0.671864
69 443 0.499715 0.497903
69 329 0.709938 0.708984
69 81 0.916815 0.915271
69 530 0.346321 0.346660
69 116 0.723685 0.720374
69 279 0.430039 0.435190
69 168 0.179272 0.178598
69 354 0.405337 0.399257
69 181 0.480178 0.476225
69 491 0.767447 0.768225
69 531 0.315095 0.314605
69 494 0.896194 0.895341
69 169 0.778713 0.777134
70 3 0.170597 0.168654
70 45 0.010582 0.009118
70 58 0.114179 0.114610
70 61 0.184401 0.184726
70 62 0.050069 0.047964
70 65 0.099916 0.100284
70 507 0.175240 0.176029
70 232 0.182822 0.183236
70 426 0.117369 0.117697
70 428 0.033311 0.032346
70 133 0.152638 0.152617
70 532 0.119659 0.120362
70 510 0.116043 0.116498
71 3 0.097680 0.096403
71 45 0.005929 0.005212
71 52 0.054018 0.052928
71 56 0.038046 0.038467
71 57 0.111713 0.113060
71 58 0.066596 0.065511
71 61 0.104454 0.105590
71 63 0.082725 0.083988
71 65 0.057475 0.057323
71 68 0.120270 0.119376
71 533 0.014142 0.013503
71 425 0.061527 0.062894
71 534 0.016442 0.015012
71 535 0.091610 0.091790
71 536 0.112197 0.111163
71 368 0.033243 0.033010
71 506 0.004036 0.003351
71 284 0.034886 0.034230
71 537 0.076092 0.074953
71 499 0.071649 0.073569
71 538 0.104845 0.105024
71 510 0.065094 0.066590
71 539 0.113965 0.116202
71 281 0.091501 0.091811
71 338 0.091063 0.091712
71 454 0.005663 0.005831
71 352 0.005773 0.005585
71 395 0.050185 0.048396
71 540 0.010544 0.009924
71 372 0.002957 0.002233
71 541 0.111666 0.111304
71 267 0.039907 0.038221
71 350 0.114450 0.112025
71 139 0.073323 0.074211
71 422 0.023560 0.024185
71 509 0.070648 0.070581
71 355 0.004709 0.004716
72 4 0.242102 0.241989
72 10 0.441959 0.439601
72 44 0.342277 0.342345
72 419 0.314383 0.316349
72 375 0.020956 0.020233
72 542 0.245404 0.244344
72 132 0.051532 0.051862
72 543 0.166645 0.168103
72 466 0.415447 0.416019
72 269 0.178028 0.176601
72 446 0.113193 0.112945
72 527 0.186141 0.184380
72 259 0.511700 0.512837
72 544 0.044007 0.044375
72 545 0.290538 0.290946
72 88 0.357819 0.360681
72 377 0.231132 0.232829
72 412 0.496825 0.493831
72 421 0.530608 0.532325
72 546 0.409557 0.404652
72 547 0.339482 0.340343
73 4 0.054573 0.053377
73 232 0.109355 0.107285
73 133 0.088766 0.089357
73 253 0.122271 0.122767
73 548 0.011142 0.010178
73 465 0.008025 0.007258
73 503 0.116164 0.113885
73 549 0.097669 0.096825
73 286 0.113942 0.112933
73 550 0.019710 0.019177
73 551 0.109658 0.108420
73 193 0.033713 0.032793
73 205 0.031491 0.032283
73 195 0.113399 0.114021
73 127 0.058745 0.058466
73 504 0.010103 0.009024
73 552 0.077017 0.075988
73 185 0.111177 0.111982
73 100 0.062038 0.062051
73 553 0.001838 0.001144
73 554 0.051568 0.051337
74 4 0.141574 0.141557
74 555 0.190584 0.188352
74 556 0.057077 0.055268
74 353 0.048307 0.047879
74 557 0.265657 0.262244
74 151 0.308020 0.306469
74 558 0.175690 0.174226
74 467 0.299071 0.296297
74 559 0.162298 0.161468
74 266 0.232718 0.234629
74 147 0.102053 0.100783
74 560 0.007725 0.007415
75 4 0.235512 0.236104
75 6 0.282572 0.283366
75 12 0.053085 0.053420
75 14 0.464983 0.463227
75 48 0.119080 0.117511
75 53 0.349693 0.348598
75 182 0.235347 0.232226
75 186 0.257163 0.255814
75 184 0.447867 0.449253
75 552 0.336616 0.336121
75 83 0.020161 0.019676
75 561 0.503865 0.501960
75 188 0.065896 0.065234
75 395 0.220317 0.219277
75 266 0.392432 0.391340
75 146 0.297204 0.294673
75 116 0.423617 0.426168
75 104 0.498634 0.498742
75 315 0.415904 0.414427
75 268 0.226921 0.228264
75 562 0.312036 0.311292
75 563 0.429163 0.428464
75 564 0.253108 0.252414
75 565 0.318425 0.318562
75 189 0.527833 0.526165
75 566 0.447073 0.448560
75 567 0.173804 0.177661
75 466 0.408935 0.405903
75 149 0.424147 0.426714
75 465 0.032476 0.032103
75 461 0.177164 0.176081
75 232 0.475841 0.474560
75 185 0.496929 0.495340
75 568 0.546306 0.548659
75 123 0.385248 0.380612
75 340 0.462748 0.466685
75 569 0.306341 0.303949
75 79 0.036929 0.036576
75 118 0.284856 0.282746
75 570 0.517107 0.517257
75 571 0.446245 0.445099
75 572 0.117375 0.114135
75 351 0.186831 0.187212
76 4 0.411847 0.409493
76 15 0.656896 0.655278
76 55 0.179524 0.177485
76 419 0.538275 0.535326
76 146 0.509903 0.511073
76 573 0.326154 0.325591
76 322 0.276986 0.274003
76 195 0.873869 0.874739
77 4 0.285738 0.284393
77 332 0.290678 0.289189
77 182 0.283485 0.279722
77 112 0.297605 0.297941
77 180 0.512576 0.508496
77 175 0.378670 0.376474
77 161 0.256146 0.255941
77 196 0.606760 0.605361
77 160 0.174914 0.173319
77 574 0.067128 0.066275
77 119 0.094284 0.096872
77 120 0.291396 0.294538
78 4 0.018639 0.016805
78 48 0.010074 0.008364
78 575 0.000842 0.000120
78 127 0.018203 0.018407
78 132 0.004471 0.003601
78 135 0.031123 0.030792
78 321 0.020120 0.018693
78 200 0.013761 0.013446
78 335 0.041342 0.039854
78 104 0.034781 0.035498
78 399 0.037655 0.036050
78 576 0.032981 0.031628
79 5 0.391451 0.395704
79 13 0.361413 0.356185
79 22 0.256049 0.255221
79 75 0.080574 0.078136
79 183 0.061099 0.059871
79 577 0.073742 0.071066
79 268 0.200594 0.205981
79 578 0.064202 0.063876
79 579 0.291830 0.289899
79 580 0.031820 0.031454
79 581 0.116917 0.117079
79 115 0.452088 0.453608
79 84 0.194256 0.197353
79 400 0.429576 0.427659
79 399 0.457699 0.457054
79 576 0.403037 0.400986
79 104 0.448226 0.450056
79 175 0.279056 0.282040
79 582 0.486813 0.484447
79 126 0.313022 0.311486
79 273 0.409969 0.404346
79 583 0.253045 0.251128
79 193 0.128041 0.130894
79 360 0.102294 0.100456
79 119 0.075557 0.072573
79 160 0.130484 0.129844
80 5 0.605892 0.606205
80 19 0.373618 0.371453
80 45 0.032428 0.032644
80 49 0.217335 0.219950
80 51 0.368034 0.366092
80 227 0.768111 0.769409
80 133 0.546219 0.546414
80 584 0.079650 0.080827
80 451 0.411967 0.409667
80 240 0.302248 0.301586
80 585 0.591483 0.592957
80 154 0.779857 0.775602
80 586 0.431767 0.433684
80 332 0.331836 0.331900
80 453 0.253662 0.252765
80 459 0.496253 0.496745
80 553 0.006819 0.006995
80 587 0.207997 0.206721
80 307 0.699854 0.699534
80 259 0.693981 0.691717
80 93 0.143462 0.143046
80 242 0.581455 0.580725
80 404 0.434238 0.431144
80 203 0.090994 0.090184
81 5 0.049659 0.048377
81 18 0.024884 0.023077
81 69 0.020329 0.019480
81 233 0.042248 0.041352
81 305 0.035852 0.036719
81 232 0.053591 0.052354
81 179 0.017598 0.017633
81 268 0.026569 0.025183
81 236 0.057897 0.057382
81 93 0.012107 0.011416
81 404 0.034916 0.034407
81 181 0.032201 0.031081
81 380 0.045696 0.045774
81 274 0.051172 0.050727
81 175 0.034744 0.034481
81 112 0.027989 0.027288
81 300 0.025181 0.025292
81 519 0.027256 0.027089
81 588 0.006709 0.006507
81 459 0.038957 0.039642
81 276 0.015040 0.014968
81 200 0.020875 0.020841
81 587 0.016569 0.016497
82 5 0.245690 0.238689
82 589 0.241585 0.237793
82 387 0.194171 0.191564
82 238 0.225985 0.216350
82 142 0.049672 0.045294
82 242 0.233374 0.228657
83 5 0.746222 0.745788
83 11 0.262844 0.262982
83 41 0.510073 0.515416
83 75 0.143834 0.147264
83 353 0.133904 0.135817
83 140 0.475824 0.477130
83 142 0.140308 0.141521
83 331 0.730321 0.732480
83 145 0.294287 0.288819
83 590 0.568787 0.570860
83 149 0.730825 0.725726
83 139 0.571017 0.571864
83 572 0.201828 0.194113
83 152 0.642179 0.636779
83 151 0.868614 0.869349
84 5 0.196712 0.196610
84 79 0.017732 0.016399
84 397 0.152118 0.150966
84 591 0.027817 0.027225
84 592 0.117355 0.117556
84 211 0.185735 0.185779
84 127 0.117227 0.115954
84 218 0.131916 0.131109
84 593 0.013271 0.013613
84 197 0.119920 0.119739
84 594 0.005959 0.005544
84 214 0.155544 0.159562
84 192 0.020297 0.020923
84 290 0.133127 0.132084
84 327 0.208613 0.209946
84 221 0.169452 0.170914
84 204 0.170711 0.169135
84 400 0.215129 0.212488
84 129 0.045661 0.045370
84 326 0.168209 0.165108
84 517 0.179171 0.176943
84 595 0.159001 0.158504
85 5 0.057056 0.056176
85 18 0.026588 0.026798
85 26 0.063117 0.062306
85 428 0.010648 0.010732
85 596 0.052197 0.050708
85 597 0.043329 0.042157
85 377 0.029634 0.029102
85 232 0.059974 0.060794
85 94 0.068024 0.067229
85 453 0.023845 0.023423
85 93 0.013983 0.013256
86 5 0.355451 0.350242
86 40 0.110924 0.110480
86 53 0.279189 0.278429
86 182 0.186865 0.185482
86 133 0.319252 0.315698
86 566 0.360924 0.358269
87 6 0.451587 0.452114
87 91 0.152901 0.151053
87 598 0.227537 0.226055
87 203 0.102927 0.104085
87 218 0.466534 0.466558
87 599 0.026722 0.027806
87 517 0.629277 0.629661
87 600 0.673625 0.669160
87 192 0.074525 0.074455
87 593 0.048896 0.048441
87 197 0.428098 0.426098
87 258 0.579636 0.579500
